Reference ID,Smiles_Detected,Last_Location,Location_History,Timestamp,Node,Distance,ID,Sociability,Relaxed,Sociability Score,Relaxed Score
129,0,"((406, 279), (457, 330))","[((406, 279), (457, 330))]",2018-11-17 12:52:35,"(431.5, 304.5)",60.876925020897694,129.0,1.0,0.0,0.0,0.0
130,0,"((461, 290), (520, 349))","[((461, 290), (520, 349))]",2018-11-17 12:52:36,"(490.5, 319.5)",60.40695324215582,130.0,1.0,0.0,0.0,0.0
131,0,"((514, 290), (587, 363))","[((514, 290), (587, 363))]",2018-11-17 12:52:37,"(550.5, 326.5)",479.01200402495135,131.0,0.0,1.0,0.0,0.0
132,0,"((34, 197), (124, 287))","[((34, 197), (124, 287))]",2018-11-17 12:58:56,"(79.0, 242.0)",68.50182479321262,132.0,1.0,0.0,0.0,0.0
133,0,"((94, 188), (201, 295))","[((94, 188), (201, 295))]",2018-11-17 12:58:57,"(147.5, 241.5)",191.80198122021577,133.0,0.0,1.0,0.0,0.0
134,0,"((318, 262), (353, 297))","[((318, 262), (353, 297))]",2018-11-17 12:59:47,"(335.5, 279.5)",70.00714249274856,134.0,1.0,0.0,0.0,0.0
135,0,"((385, 258), (426, 299))","[((385, 258), (426, 299))]",2018-11-17 12:59:48,"(405.5, 278.5)",104.65419246260515,135.0,1.0,0.0,0.0,0.0
136,0,"((480, 265), (538, 323))","[((480, 265), (538, 323))]",2018-11-17 12:59:48,"(509.0, 294.0)",290.6286290096005,136.0,0.0,1.0,0.0,0.0
137,0,"((183, 295), (259, 371))","[((173, 266), (251, 344)), ((189, 256), (262, 329)), ((185, 274), (253, 342)), ((183, 295), (259, 371))]",2018-11-17 13:02:23,"(221.0, 333.0)",50.91659847240387,137.0,1.0,0.0,0.0,0.0
138,1,"((165, 348), (218, 401))","[((168, 333), (221, 386)), ((165, 348), (218, 401))]",2018-11-17 13:02:24,"(191.5, 374.5)",73.40640299047489,138.0,1.0,0.0,0.0,0.0
139,1,"((156, 255), (250, 349))","[((156, 255), (250, 349))]",2018-11-17 13:08:38,"(203.0, 302.0)",98.04335775563789,139.0,1.0,0.0,1.0,0.0
140,0,"((209, 183), (262, 236))","[((209, 183), (262, 236))]",2018-11-17 13:13:02,"(235.5, 209.5)",173.87639287723908,140.0,0.0,1.0,0.0,1.0
141,0,"((317, 312), (378, 373))","[((317, 312), (378, 373))]",2018-11-17 13:24:13,"(347.5, 342.5)",149.164338901763,141.0,0.0,1.0,0.0,0.0
142,1,"((175, 280), (230, 335))","[((175, 280), (230, 335))]",2018-11-17 13:28:40,"(202.5, 307.5)",14.866068747318506,142.0,1.0,0.0,0.0,0.0
143,1,"((162, 286), (215, 339))","[((162, 286), (215, 339))]",2018-11-17 13:33:40,"(188.5, 312.5)",132.5028301584536,143.0,0.0,1.0,0.0,1.0
144,1,"((283, 340), (336, 393))","[((283, 340), (336, 393))]",2018-11-17 13:40:52,"(309.5, 366.5)",157.1146078504478,144.0,0.0,1.0,0.0,1.0
145,0,"((432, 326), (501, 395))","[((432, 326), (501, 395))]",2018-11-17 13:40:56,"(466.5, 360.5)",85.41955279676895,145.0,1.0,0.0,1.0,0.0
146,0,"((339, 305), (425, 391))","[((339, 305), (425, 391))]",2018-11-17 13:42:59,"(382.0, 348.0)",188.45158529447292,146.0,0.0,1.0,0.0,0.0
147,1,"((163, 267), (235, 339))","[((163, 267), (235, 339))]",2018-11-17 13:44:16,"(199.0, 303.0)",9.513148795220223,147.0,1.0,0.0,0.0,0.0
148,0,"((159, 272), (220, 333))","[((159, 272), (220, 333))]",2018-11-17 13:45:35,"(189.5, 302.5)",13.601470508735444,148.0,1.0,0.0,1.0,0.0
149,1,"((158, 254), (247, 343))","[((158, 254), (247, 343))]",2018-11-17 13:47:14,"(202.5, 298.5)",5.0990195135927845,149.0,1.0,0.0,0.0,0.0
150,1,"((163, 255), (252, 344))","[((163, 255), (252, 344))]",2018-11-17 13:47:16,"(207.5, 299.5)",332.3379304262455,150.0,0.0,1.0,0.0,1.0
151,0,"((518, 226), (552, 260))","[((518, 226), (552, 260))]",2018-11-17 13:47:45,"(535.0, 243.0)",178.36058981736969,151.0,0.0,1.0,0.0,1.0
152,0,"((378, 338), (429, 389))","[((378, 338), (429, 389))]",2018-11-17 13:47:45,"(403.5, 363.5)",196.38991827484423,152.0,0.0,1.0,0.0,0.0
153,2,"((181, 268), (252, 339))","[((179, 267), (254, 342)), ((181, 268), (252, 339))]",2018-11-17 13:47:55,"(216.5, 303.5)",2.9154759474226504,153.0,1.0,0.0,0.0,0.0
154,1,"((183, 266), (255, 338))","[((183, 266), (255, 338))]",2018-11-17 13:47:57,"(219.0, 302.0)",22.090722034374522,154.0,1.0,0.0,2.0,0.0
155,1,"((210, 269), (272, 331))","[((210, 269), (272, 331))]",2018-11-17 13:48:00,"(241.0, 300.0)",43.502873468312416,155.0,1.0,0.0,1.0,0.0
156,1,"((158, 261), (237, 340))","[((158, 261), (237, 340))]",2018-11-17 13:48:43,"(197.5, 300.5)",8.631338250816034,156.0,1.0,0.0,1.0,0.0
157,2,"((158, 251), (254, 347))","[((160, 252), (252, 344)), ((158, 251), (254, 347))]",2018-11-17 13:48:53,"(206.0, 299.0)",36.53080891521566,157.0,1.0,0.0,1.0,0.0
158,1,"((208, 266), (277, 335))","[((208, 266), (277, 335))]",2018-11-17 13:49:59,"(242.5, 300.5)",56.00892785976178,158.0,1.0,0.0,2.0,0.0
159,0,"((160, 275), (213, 328))","[((160, 275), (213, 328))]",2018-11-17 13:51:13,"(186.5, 301.5)",154.02921800749363,159.0,0.0,1.0,0.0,1.0
160,1,"((320, 250), (353, 283))","[((320, 250), (353, 283))]",2018-11-17 13:51:31,"(336.5, 266.5)",67.54628043053148,160.0,1.0,0.0,0.0,0.0
161,1,"((387, 252), (421, 286))","[((387, 252), (421, 286))]",2018-11-17 13:51:32,"(404.0, 269.0)",41.6473288459176,161.0,1.0,0.0,1.0,0.0
162,1,"((427, 254), (464, 291))","[((427, 254), (464, 291))]",2018-11-17 13:51:33,"(445.5, 272.5)",110.00227270379463,162.0,1.0,0.0,1.0,0.0
163,1,"((313, 239), (359, 285))","[((313, 239), (359, 285))]",2018-11-17 13:51:34,"(336.0, 262.0)",148.21605850919124,163.0,0.0,1.0,0.0,1.0
164,1,"((463, 249), (505, 291))","[((463, 249), (505, 291))]",2018-11-17 13:51:34,"(484.0, 270.0)",124.57929201917949,164.0,0.0,1.0,0.0,1.0
165,1,"((582, 256), (634, 308))","[((582, 256), (634, 308))]",2018-11-17 13:51:35,"(608.0, 282.0)",137.2953021774598,165.0,0.0,1.0,0.0,1.0
167,0,"((516, 375), (574, 433))","[((516, 375), (574, 433))]",2018-11-17 13:52:12,"(545.0, 404.0)",2.0,166.0,1.0,0.0,1.0,0.0
168,0,"((516, 373), (578, 435))","[((516, 373), (578, 435))]",2018-11-17 13:52:14,"(547.0, 404.0)",157.95094175091202,168.0,0.0,1.0,0.0,0.0
169,0,"((444, 257), (475, 288))","[((444, 257), (475, 288))]",2018-11-17 13:52:16,"(459.5, 272.5)",100.4116527102308,169.0,1.0,0.0,0.0,0.0
170,0,"((542, 242), (576, 276))","[((542, 242), (576, 276))]",2018-11-17 13:52:16,"(559.0, 259.0)",47.460509900337144,170.0,1.0,0.0,0.0,0.0
171,0,"((495, 251), (530, 286))","[((495, 251), (530, 286))]",2018-11-17 13:52:16,"(512.5, 268.5)",86.7438758645243,171.0,1.0,0.0,0.0,0.0
172,0,"((580, 243), (618, 281))","[((580, 243), (618, 281))]",2018-11-17 13:52:18,"(599.0, 262.0)",50.695167422546305,172.0,1.0,0.0,0.0,0.0
173,0,"((533, 258), (567, 292))","[((533, 258), (567, 292))]",2018-11-17 13:52:18,"(550.0, 275.0)",136.0091908659117,173.0,0.0,1.0,0.0,0.0
174,0,"((411, 322), (454, 365))","[((411, 322), (454, 365))]",2018-11-17 13:53:04,"(432.5, 343.5)",46.09772228646444,174.0,1.0,0.0,0.0,0.0
175,0,"((454, 322), (503, 371))","[((454, 322), (503, 371))]",2018-11-17 13:53:05,"(478.5, 346.5)",49.8196748283246,175.0,1.0,0.0,0.0,0.0
176,0,"((501, 329), (554, 382))","[((501, 329), (554, 382))]",2018-11-17 13:53:06,"(527.5, 355.5)",56.890245209526036,176.0,1.0,0.0,0.0,0.0
178,0,"((537, 386), (595, 444))","[((537, 386), (595, 444))]",2018-11-17 13:53:10,"(566.0, 415.0)",4.47213595499958,177.0,1.0,0.0,0.0,0.0
179,0,"((525, 380), (603, 458))","[((525, 380), (603, 458))]",2018-11-17 13:53:15,"(564.0, 419.0)",139.0898989862312,179.0,0.0,1.0,0.0,0.0
180,1,"((533, 254), (585, 306))","[((533, 254), (585, 306))]",2018-11-17 13:53:52,"(559.0, 280.0)",400.9519921387098,180.0,0.0,1.0,0.0,0.0
181,0,"((118, 184), (205, 271))","[((138, 182), (219, 263)), ((118, 184), (205, 271))]",2018-11-17 13:54:01,"(161.5, 227.5)",43.18564576337837,181.0,1.0,0.0,0.0,0.0
182,0,"((59, 164), (178, 283))","[((59, 164), (178, 283))]",2018-11-17 13:54:15,"(118.5, 223.5)",61.18823416311342,182.0,1.0,0.0,0.0,0.0
183,0,"((27, 204), (90, 267))","[((35, 201), (93, 259)), ((27, 204), (90, 267))]",2018-11-17 13:54:31,"(58.5, 235.5)",10.124228365658293,183.0,1.0,0.0,1.0,0.0
184,0,"((8, 188), (92, 272))","[((8, 188), (92, 272))]",2018-11-17 13:54:33,"(50.0, 230.0)",123.1361035602475,184.0,0.0,1.0,0.0,0.0
185,0,"((128, 173), (217, 262))","[((128, 173), (217, 262))]",2018-11-17 13:54:34,"(172.5, 217.5)",88.29496021857646,185.0,1.0,0.0,0.0,0.0
186,0,"((160, 271), (225, 336))","[((160, 271), (225, 336))]",2018-11-17 13:55:22,"(192.5, 303.5)",57.51956188984753,186.0,1.0,0.0,0.0,0.0
187,0,"((217, 269), (283, 335))","[((217, 269), (283, 335))]",2018-11-17 13:55:31,"(250.0, 302.0)",147.21582795338279,187.0,0.0,1.0,0.0,0.0
188,0,"((50, 234), (157, 341))","[((50, 234), (157, 341))]",2018-11-17 13:55:45,"(103.5, 287.5)",185.09727172489605,188.0,0.0,1.0,0.0,0.0
189,0,"((265, 258), (312, 305))","[((274, 260), (313, 299)), ((265, 258), (312, 305))]",2018-11-17 13:55:48,"(288.5, 281.5)",62.36184731067546,189.0,1.0,0.0,0.0,0.0
190,0,"((200, 270), (257, 327))","[((237, 262), (286, 311)), ((223, 260), (272, 309)), ((228, 266), (279, 317)), ((200, 270), (257, 327))]",2018-11-17 13:55:50,"(228.5, 298.5)",155.92947123619703,190.0,0.0,1.0,0.0,0.0
191,0,"((39, 281), (108, 350))","[((39, 281), (108, 350))]",2018-11-17 13:55:54,"(73.5, 315.5)",84.48076704197234,191.0,1.0,0.0,0.0,0.0
192,0,"((40, 189), (125, 274))","[((40, 189), (125, 274))]",2018-11-17 13:57:18,"(82.5, 231.5)",119.33985084622823,192.0,0.0,1.0,0.0,0.0
193,0,"((157, 196), (246, 285))","[((157, 196), (246, 285))]",2018-11-17 13:57:19,"(201.5, 240.5)",390.00512817141265,193.0,0.0,1.0,0.0,0.0
194,0,"((565, 216), (618, 269))","[((565, 216), (618, 269))]",2018-11-17 13:58:32,"(591.5, 242.5)",500.0639959045242,194.0,0.0,1.0,0.0,0.0
195,0,"((66, 209), (117, 260))","[((66, 209), (117, 260))]",2018-11-17 13:59:14,"(91.5, 234.5)",11.423659658795863,195.0,1.0,0.0,0.0,0.0
196,0,"((76, 204), (128, 256))","[((76, 204), (128, 256))]",2018-11-17 13:59:16,"(102.0, 230.0)",158.0,196.0,0.0,1.0,0.0,0.0
197,0,"((232, 202), (288, 258))","[((232, 202), (288, 258))]",2018-11-17 13:59:17,"(260.0, 230.0)",101.1162697096763,197.0,1.0,0.0,0.0,0.0
198,0,"((152, 265), (225, 338))","[((152, 265), (225, 338))]",2018-11-17 14:00:53,"(188.5, 301.5)",52.52142420003479,198.0,1.0,0.0,0.0,0.0
199,0,"((213, 272), (269, 328))","[((213, 272), (269, 328))]",2018-11-17 14:01:17,"(241.0, 300.0)",42.64387412044079,199.0,1.0,0.0,0.0,0.0
200,1,"((164, 269), (233, 338))","[((164, 269), (233, 338))]",2018-11-17 14:02:23,"(198.5, 303.5)",3.5355339059327378,200.0,1.0,0.0,0.0,0.0
201,1,"((159, 268), (231, 340))","[((159, 268), (231, 340))]",2018-11-17 14:02:25,"(195.0, 304.0)",8.276472678623424,201.0,1.0,0.0,0.0,0.0
202,1,"((159, 257), (246, 344))","[((159, 257), (246, 344))]",2018-11-17 14:04:43,"(202.5, 300.5)",400.5152930912876,202.0,0.0,1.0,0.0,0.0
203,1,"((577, 247), (627, 297))","[((577, 247), (627, 297))]",2018-11-17 14:08:44,"(602.0, 272.0)",207.33788848157974,203.0,0.0,1.0,0.0,1.0
204,0,"((369, 312), (455, 398))","[((369, 312), (455, 398))]",2018-11-17 14:09:23,"(412.0, 355.0)",202.95442838233416,204.0,0.0,1.0,0.0,1.0
206,0,"((179, 265), (248, 334))","[((179, 265), (248, 334))]",2018-11-17 14:10:33,"(213.5, 299.5)",4.242640687119285,205.0,1.0,0.0,1.0,0.0
207,1,"((176, 268), (245, 337))","[((176, 268), (245, 337))]",2018-11-17 14:10:34,"(210.5, 302.5)",365.0342449688796,207.0,0.0,1.0,0.0,1.0
208,0,"((552, 274), (599, 321))","[((552, 274), (599, 321))]",2018-11-17 14:11:00,"(575.5, 297.5)",379.0211075916485,208.0,0.0,1.0,0.0,0.0
209,1,"((157, 262), (236, 341))","[((157, 262), (236, 341))]",2018-11-17 14:11:51,"(196.5, 301.5)",123.30855606972291,209.0,0.0,1.0,0.0,0.0
210,0,"((276, 212), (329, 265))","[((259, 222), (305, 268)), ((276, 212), (329, 265))]",2018-11-17 14:13:14,"(302.5, 238.5)",56.22277118748239,210.0,1.0,0.0,0.0,0.0
211,0,"((329, 204), (388, 263))","[((329, 204), (388, 263))]",2018-11-17 14:13:16,"(358.5, 233.5)",70.21395872616783,211.0,1.0,0.0,1.0,0.0
212,0,"((389, 208), (466, 285))","[((389, 208), (466, 285))]",2018-11-17 14:13:17,"(427.5, 246.5)",244.87241575971763,212.0,0.0,1.0,0.0,0.0
213,0,"((160, 273), (218, 331))","[((162, 270), (229, 337)), ((159, 272), (222, 335)), ((160, 273), (218, 331))]",2018-11-17 14:15:17,"(189.0, 302.0)",50.0,213.0,1.0,0.0,1.0,0.0
214,0,"((207, 270), (271, 334))","[((207, 270), (271, 334))]",2018-11-17 14:16:44,"(239.0, 302.0)",210.7368026710095,214.0,0.0,1.0,0.0,0.0
215,0,"((11, 256), (49, 294))","[((11, 256), (49, 294))]",2018-11-17 14:19:37,"(30.0, 275.0)",503.7385234424701,215.0,0.0,1.0,0.0,0.0
216,0,"((510, 267), (557, 314))","[((510, 267), (557, 314))]",2018-11-17 14:23:15,"(533.5, 290.5)",78.10249675906654,216.0,1.0,0.0,0.0,0.0
217,0,"((564, 311), (623, 370))","[((564, 311), (623, 370))]",2018-11-17 14:23:16,"(593.5, 340.5)",399.01002493671757,217.0,0.0,1.0,0.0,0.0
218,1,"((157, 261), (236, 340))","[((161, 271), (223, 333)), ((157, 261), (236, 340))]",2018-11-17 14:23:26,"(196.5, 300.5)",126.66688596472244,218.0,0.0,1.0,0.0,0.0
219,0,"((34, 271), (106, 343))","[((34, 271), (106, 343))]",2018-11-17 14:23:46,"(70.0, 307.0)",127.66557875950745,219.0,0.0,1.0,0.0,0.0
221,1,"((156, 254), (245, 343))","[((156, 254), (245, 343))]",2018-11-17 14:25:57,"(200.5, 298.5)",1.0,220.0,1.0,0.0,0.0,0.0
222,1,"((156, 253), (245, 342))","[((156, 253), (245, 342))]",2018-11-17 14:26:11,"(200.5, 297.5)",1.0,222.0,1.0,0.0,0.0,0.0
223,3,"((156, 254), (245, 343))","[((155, 252), (248, 345)), ((156, 254), (245, 343)), ((156, 254), (245, 343))]",2018-11-17 14:26:12,"(200.5, 298.5)",103.46496991735899,223.0,1.0,0.0,1.0,0.0
224,1,"((64, 223), (143, 302))","[((64, 223), (143, 302))]",2018-11-17 14:26:25,"(103.5, 262.5)",323.5003863985328,224.0,0.0,1.0,0.0,0.0
225,1,"((410, 245), (444, 279))","[((410, 245), (444, 279))]",2018-11-17 14:26:43,"(427.0, 262.0)",219.80445855350615,225.0,0.0,1.0,0.0,2.0
226,1,"((159, 246), (261, 348))","[((159, 246), (261, 348))]",2018-11-17 14:30:49,"(210.0, 297.0)",12.747548783981962,226.0,1.0,0.0,0.0,0.0
227,0,"((187, 268), (256, 337))","[((186, 268), (255, 337)), ((186, 269), (255, 338)), ((189, 269), (256, 336)), ((187, 268), (256, 337))]",2018-11-17 14:30:52,"(221.5, 302.5)",98.93684854491778,227.0,1.0,0.0,1.0,0.0
228,0,"((115, 212), (173, 270))","[((115, 212), (173, 270))]",2018-11-17 14:31:58,"(144.0, 241.0)",42.005951959216446,228.0,1.0,0.0,3.0,0.0
229,0,"((67, 199), (138, 270))","[((67, 199), (138, 270))]",2018-11-17 14:31:59,"(102.5, 234.5)",122.80268726701382,229.0,0.0,1.0,0.0,1.0
230,2,"((161, 253), (253, 345))","[((158, 248), (260, 350)), ((161, 253), (253, 345))]",2018-11-17 14:35:55,"(207.0, 299.0)",10.124228365658293,230.0,1.0,0.0,1.0,0.0
231,1,"((160, 265), (235, 340))","[((160, 265), (235, 340))]",2018-11-17 14:37:27,"(197.5, 302.5)",4.949747468305833,231.0,1.0,0.0,1.0,0.0
232,3,"((153, 258), (235, 340))","[((153, 257), (239, 343)), ((151, 258), (235, 342)), ((153, 258), (235, 340))]",2018-11-17 14:39:01,"(194.0, 299.0)",1.5811388300841898,232.0,1.0,0.0,0.0,0.0
233,1,"((152, 259), (235, 342))","[((152, 259), (235, 342))]",2018-11-17 14:39:25,"(193.5, 300.5)",67.91538853603062,233.0,1.0,0.0,0.0,0.0
234,0,"((97, 264), (155, 322))","[((97, 264), (155, 322))]",2018-11-17 14:42:18,"(126.0, 293.0)",42.573465914816005,234.0,1.0,0.0,0.0,0.0
235,0,"((88, 223), (145, 280))","[((88, 223), (145, 280))]",2018-11-17 14:42:38,"(116.5, 251.5)",102.88342918079665,235.0,1.0,0.0,2.0,0.0
236,1,"((163, 255), (252, 344))","[((163, 255), (252, 344))]",2018-11-17 14:44:00,"(207.5, 299.5)",3.8078865529319543,236.0,1.0,0.0,1.0,0.0
239,1,"((158, 255), (252, 349))","[((158, 255), (252, 349))]",2018-11-17 14:44:52,"(205.0, 302.0)",3.605551275463989,237.0,1.0,0.0,3.0,0.0
244,1,"((155, 252), (249, 346))","[((155, 252), (249, 346))]",2018-11-17 14:45:17,"(202.0, 299.0)",2.5495097567963922,240.0,1.0,0.0,1.0,0.0
245,3,"((155, 255), (244, 344))","[((154, 254), (249, 349)), ((153, 253), (245, 345)), ((155, 255), (244, 344))]",2018-11-17 14:45:32,"(199.5, 299.5)",226.13491548188662,245.0,0.0,1.0,0.0,0.0
246,0,"((379, 224), (468, 313))","[((379, 224), (468, 313))]",2018-11-17 14:45:34,"(423.5, 268.5)",225.8506143449692,246.0,0.0,1.0,0.0,0.0
247,2,"((154, 255), (246, 347))","[((153, 254), (247, 348)), ((154, 255), (246, 347))]",2018-11-17 14:46:16,"(200.0, 301.0)",3.0,247.0,1.0,0.0,1.0,0.0
248,4,"((154, 258), (240, 344))","[((155, 256), (244, 345)), ((158, 256), (247, 345)), ((155, 255), (244, 344)), ((154, 258), (240, 344))]",2018-11-17 14:46:38,"(197.0, 301.0)",4.123105625617661,248.0,1.0,0.0,3.0,0.0
249,7,"((153, 254), (249, 350))","[((158, 257), (247, 346)), ((155, 255), (253, 353)), ((155, 256), (249, 350)), ((153, 256), (249, 352)), ((153, 254), (251, 352)), ((153, 254), (251, 352)), ((153, 254), (249, 350))]",2018-11-17 14:47:15,"(201.0, 302.0)",2.9154759474226504,249.0,1.0,0.0,0.0,0.0
250,1,"((158, 258), (241, 341))","[((158, 258), (241, 341))]",2018-11-17 14:48:01,"(199.5, 299.5)",54.207932998777956,250.0,1.0,0.0,0.0,0.0
251,1,"((129, 268), (165, 304))","[((129, 268), (165, 304))]",2018-11-17 14:48:04,"(147.0, 286.0)",393.10303992719264,251.0,0.0,1.0,0.0,5.0
252,1,"((513, 250), (567, 304))","[((513, 250), (567, 304))]",2018-11-17 14:48:06,"(540.0, 277.0)",46.09772228646444,252.0,1.0,0.0,0.0,0.0
254,5,"((155, 257), (244, 346))","[((153, 253), (248, 348)), ((153, 251), (254, 352)), ((150, 250), (252, 352)), ((153, 253), (249, 349)), ((155, 257), (244, 346))]",2018-11-17 14:48:11,"(199.5, 301.5)",4.123105625617661,253.0,1.0,0.0,0.0,0.0
255,1,"((153, 250), (254, 351))","[((153, 250), (254, 351))]",2018-11-17 14:48:21,"(203.5, 300.5)",0.0,255.0,1.0,0.0,0.0,0.0
256,1,"((159, 256), (248, 345))","[((159, 256), (248, 345))]",2018-11-17 14:48:32,"(203.5, 300.5)",6.519202405202649,256.0,1.0,0.0,0.0,0.0
257,1,"((147, 251), (247, 351))","[((147, 251), (247, 351))]",2018-11-17 14:49:22,"(197.0, 301.0)",1.5811388300841898,257.0,1.0,0.0,3.0,0.0
258,2,"((153, 255), (242, 344))","[((155, 256), (244, 345)), ((153, 255), (242, 344))]",2018-11-17 14:49:49,"(197.5, 299.5)",69.33974329343886,258.0,1.0,0.0,0.0,0.0
259,0,"((214, 220), (257, 263))","[((214, 220), (257, 263))]",2018-11-17 14:49:52,"(235.5, 241.5)",68.28250141873832,259.0,1.0,0.0,2.0,0.0
260,1,"((155, 254), (249, 348))","[((155, 254), (249, 348))]",2018-11-17 14:50:10,"(202.0, 301.0)",2.23606797749979,260.0,1.0,0.0,4.0,0.0
261,5,"((150, 248), (258, 356))","[((151, 252), (251, 352)), ((151, 252), (253, 354)), ((152, 254), (250, 352)), ((150, 252), (252, 354)), ((150, 248), (258, 356))]",2018-11-17 14:50:37,"(204.0, 302.0)",180.54362353736008,261.0,0.0,1.0,0.0,7.0
262,0,"((359, 263), (409, 313))","[((359, 262), (393, 296)), ((359, 263), (409, 313))]",2018-11-17 14:51:16,"(384.0, 288.0)",30.4138126514911,262.0,1.0,0.0,1.0,0.0
263,0,"((386, 265), (442, 321))","[((386, 265), (442, 321))]",2018-11-17 14:51:18,"(414.0, 293.0)",33.301651610693426,263.0,1.0,0.0,1.0,0.0
264,1,"((403, 285), (469, 351))","[((403, 285), (469, 351))]",2018-11-17 14:51:19,"(436.0, 318.0)",51.657526073167695,264.0,1.0,0.0,1.0,0.0
265,1,"((439, 297), (526, 384))","[((439, 297), (526, 384))]",2018-11-17 14:51:20,"(482.5, 340.5)",286.9442454554543,265.0,0.0,1.0,0.0,7.0
268,1,"((154, 254), (251, 351))","[((154, 254), (251, 351))]",2018-11-17 14:51:58,"(202.5, 302.5)",4.527692569068709,266.0,1.0,0.0,0.0,0.0
269,6,"((151, 256), (245, 350))","[((151, 253), (253, 355)), ((152, 253), (252, 353)), ((150, 252), (250, 352)), ((150, 253), (248, 351)), ((149, 253), (247, 351)), ((151, 256), (245, 350))]",2018-11-17 14:52:00,"(198.0, 303.0)",11.045361017187261,269.0,1.0,0.0,1.0,0.0
270,1,"((158, 253), (260, 355))","[((158, 253), (260, 355))]",2018-11-17 14:52:19,"(209.0, 304.0)",3.0,270.0,1.0,0.0,1.0,0.0
