Reference ID,Smiles_Detected,Last_Location,Location_History,Timestamp,Node,Distance,ID,Sociability,Relaxed,Sociability Score,Relaxed Score
271,2,"((157, 255), (255, 353))","[((156, 255), (254, 353)), ((157, 255), (255, 353))]",2018-11-17 14:52:23,"(206.0, 304.0)",5.70087712549569,271.0,1.0,0.0,1.0,0.0
273,3,"((153, 259), (238, 344))","[((153, 256), (242, 345)), ((154, 257), (243, 346)), ((153, 259), (238, 344))]",2018-11-17 14:52:26,"(195.5, 301.5)",2.9154759474226504,272.0,1.0,0.0,2.0,0.0
275,3,"((153, 253), (252, 352))","[((152, 257), (242, 347)), ((155, 254), (256, 355)), ((153, 253), (252, 352))]",2018-11-17 14:52:31,"(202.5, 302.5)",3.5355339059327378,274.0,1.0,0.0,0.0,0.0
276,2,"((156, 259), (242, 345))","[((153, 254), (253, 354)), ((156, 259), (242, 345))]",2018-11-17 14:53:35,"(199.0, 302.0)",4.0,276.0,1.0,0.0,1.0,0.0
277,1,"((154, 261), (236, 343))","[((154, 261), (236, 343))]",2018-11-17 14:54:10,"(195.0, 302.0)",5.522680508593631,277.0,1.0,0.0,5.0,0.0
278,2,"((150, 252), (251, 353))","[((148, 253), (252, 357)), ((150, 252), (251, 353))]",2018-11-17 14:54:34,"(200.5, 302.5)",2.0,278.0,1.0,0.0,0.0,0.0
279,6,"((154, 254), (251, 351))","[((152, 256), (249, 353)), ((150, 252), (253, 355)), ((151, 252), (250, 351)), ((152, 253), (253, 354)), ((152, 252), (254, 354)), ((154, 254), (251, 351))]",2018-11-17 14:55:31,"(202.5, 302.5)",165.5294535724685,279.0,0.0,1.0,0.0,0.0
280,0,"((15, 243), (66, 294))","[((15, 243), (66, 294))]",2018-11-17 14:55:34,"(40.5, 268.5)",177.50070422395513,280.0,0.0,1.0,0.0,1.0
282,1,"((165, 260), (247, 342))","[((165, 260), (247, 342))]",2018-11-17 14:55:39,"(206.0, 301.0)",3.1622776601683795,281.0,1.0,0.0,1.0,0.0
283,3,"((160, 259), (246, 345))","[((166, 260), (251, 345)), ((169, 262), (252, 345)), ((160, 259), (246, 345))]",2018-11-17 14:55:59,"(203.0, 302.0)",156.55350523063993,283.0,0.0,1.0,0.0,3.0
284,0,"((335, 257), (381, 303))","[((320, 254), (362, 296)), ((335, 257), (381, 303))]",2018-11-17 14:57:03,"(358.0, 280.0)",176.2554963681984,284.0,0.0,1.0,0.0,0.0
285,0,"((154, 272), (212, 330))","[((191, 261), (226, 296)), ((177, 265), (221, 309)), ((161, 269), (213, 321)), ((154, 272), (212, 330))]",2018-11-17 14:57:03,"(183.0, 301.0)",202.44134953116668,285.0,0.0,1.0,0.0,0.0
286,0,"((359, 256), (410, 307))","[((359, 256), (410, 307))]",2018-11-17 14:57:06,"(384.5, 281.5)",238.32016280625524,286.0,0.0,1.0,0.0,6.0
287,0,"((112, 286), (188, 362))","[((112, 286), (188, 362))]",2018-11-17 14:57:08,"(150.0, 324.0)",54.37370688117557,287.0,1.0,0.0,1.0,0.0
288,1,"((150, 252), (249, 351))","[((150, 252), (249, 351))]",2018-11-17 14:57:45,"(199.5, 301.5)",1.5811388300841898,288.0,1.0,0.0,2.0,0.0
289,1,"((151, 255), (245, 349))","[((151, 255), (245, 349))]",2018-11-17 14:57:53,"(198.0, 302.0)",0.7071067811865476,289.0,1.0,0.0,4.0,0.0
290,1,"((153, 258), (242, 347))","[((153, 258), (242, 347))]",2018-11-17 14:59:21,"(197.5, 302.5)",0.0,290.0,1.0,0.0,0.0,0.0
292,1,"((147, 252), (254, 359))","[((147, 252), (254, 359))]",2018-11-17 14:59:33,"(200.5, 305.5)",2.8284271247461903,291.0,1.0,0.0,4.0,0.0
293,1,"((153, 254), (252, 353))","[((153, 254), (252, 353))]",2018-11-17 15:00:22,"(202.5, 303.5)",0.7071067811865476,293.0,1.0,0.0,0.0,0.0
294,1,"((153, 255), (251, 353))","[((153, 255), (251, 353))]",2018-11-17 15:00:45,"(202.0, 304.0)",1.5811388300841898,294.0,1.0,0.0,2.0,0.0
295,3,"((156, 259), (245, 348))","[((154, 257), (243, 346)), ((156, 254), (252, 350)), ((156, 259), (245, 348))]",2018-11-17 15:01:16,"(200.5, 303.5)",2.23606797749979,295.0,1.0,0.0,1.0,0.0
296,1,"((149, 255), (250, 356))","[((149, 255), (250, 356))]",2018-11-17 15:01:21,"(199.5, 305.5)",4.123105625617661,296.0,1.0,0.0,2.0,0.0
297,1,"((150, 251), (257, 358))","[((150, 251), (257, 358))]",2018-11-17 15:02:15,"(203.5, 304.5)",1.4142135623730951,297.0,1.0,0.0,6.0,0.0
298,1,"((149, 250), (256, 357))","[((149, 250), (256, 357))]",2018-11-17 15:03:21,"(202.5, 303.5)",282.1533271113421,298.0,0.0,1.0,0.0,0.0
299,2,"((445, 235), (521, 311))","[((425, 229), (487, 291)), ((445, 235), (521, 311))]",2018-11-17 15:06:47,"(483.0, 273.0)",82.09750300709517,299.0,1.0,0.0,2.0,0.0
300,1,"((516, 220), (614, 318))","[((516, 220), (614, 318))]",2018-11-17 15:06:49,"(565.0, 269.0)",367.39624385668395,300.0,0.0,1.0,0.0,0.0
302,1,"((150, 252), (256, 358))","[((150, 252), (256, 358))]",2018-11-17 15:08:13,"(203.0, 305.0)",2.23606797749979,301.0,1.0,0.0,3.0,0.0
303,1,"((152, 255), (250, 353))","[((152, 255), (250, 353))]",2018-11-17 15:10:32,"(201.0, 304.0)",8.0,303.0,1.0,0.0,0.0,0.0
304,1,"((161, 256), (257, 352))","[((161, 256), (257, 352))]",2018-11-17 15:10:46,"(209.0, 304.0)",2.5495097567963922,304.0,1.0,0.0,0.0,0.0
305,1,"((156, 253), (257, 354))","[((156, 253), (257, 354))]",2018-11-17 15:10:48,"(206.5, 303.5)",11.510864433221338,305.0,1.0,0.0,0.0,0.0
306,1,"((147, 255), (243, 351))","[((147, 255), (243, 351))]",2018-11-17 15:11:46,"(195.0, 303.0)",6.082762530298219,306.0,1.0,0.0,0.0,0.0
307,1,"((150, 253), (252, 355))","[((152, 255), (249, 352)), ((150, 253), (252, 355))]",2018-11-17 15:12:35,"(201.0, 304.0)",365.65694304908254,307.0,0.0,1.0,0.0,1.0
308,0,"((523, 373), (583, 433))","[((523, 373), (583, 433))]",2018-11-17 15:12:41,"(553.0, 403.0)",366.363890142028,308.0,0.0,1.0,0.0,1.0
309,0,"((168, 301), (221, 354))","[((168, 301), (221, 354))]",2018-11-17 15:14:49,"(194.5, 327.5)",45.96194077712559,309.0,1.0,0.0,1.0,0.0
310,0,"((150, 250), (216, 316))","[((150, 250), (216, 316))]",2018-11-17 15:16:04,"(183.0, 283.0)",37.02026472082554,310.0,1.0,0.0,3.0,0.0
311,0,"((110, 256), (185, 331))","[((110, 256), (185, 331))]",2018-11-17 15:16:05,"(147.5, 293.5)",399.9962499824217,311.0,0.0,1.0,0.0,0.0
312,0,"((518, 201), (565, 248))","[((518, 201), (565, 248))]",2018-11-17 15:16:38,"(541.5, 224.5)",30.528675044947494,312.0,1.0,0.0,1.0,0.0
313,0,"((542, 183), (593, 234))","[((542, 183), (593, 234))]",2018-11-17 15:16:39,"(567.5, 208.5)",150.08331019803634,313.0,0.0,1.0,0.0,1.0
314,0,"((516, 324), (583, 391))","[((516, 324), (583, 391))]",2018-11-17 15:16:40,"(549.5, 357.5)",244.6752950340512,314.0,0.0,1.0,0.0,3.0
315,0,"((298, 222), (359, 283))","[((298, 222), (359, 283))]",2018-11-17 15:17:23,"(328.5, 252.5)",137.99275343292487,315.0,0.0,1.0,0.0,1.0
317,1,"((150, 250), (254, 354))","[((150, 250), (254, 354))]",2018-11-17 15:17:51,"(202.0, 302.0)",4.301162633521313,316.0,1.0,0.0,1.0,0.0
318,2,"((154, 255), (243, 344))","[((153, 257), (242, 346)), ((154, 255), (243, 344))]",2018-11-17 15:17:52,"(198.5, 299.5)",7.615773105863909,318.0,1.0,0.0,1.0,0.0
319,2,"((161, 258), (250, 347))","[((164, 259), (247, 342)), ((161, 258), (250, 347))]",2018-11-17 15:18:54,"(205.5, 302.5)",28.0,319.0,1.0,0.0,2.0,0.0
320,1,"((199, 268), (268, 337))","[((201, 276), (259, 334)), ((199, 268), (268, 337))]",2018-11-17 15:20:02,"(233.5, 302.5)",126.92123541787639,320.0,0.0,1.0,0.0,1.0
321,0,"((332, 254), (385, 307))","[((362, 243), (397, 278)), ((355, 247), (392, 284)), ((332, 254), (385, 307))]",2018-11-17 15:20:11,"(358.5, 280.5)",157.26569873942634,321.0,0.0,1.0,0.0,2.0
322,1,"((152, 253), (254, 355))","[((152, 253), (254, 355))]",2018-11-17 15:20:28,"(203.0, 304.0)",185.64751546950473,322.0,0.0,1.0,0.0,0.0
323,0,"((352, 332), (408, 388))","[((352, 332), (408, 388))]",2018-11-17 15:20:33,"(380.0, 360.0)",100.12991560967181,323.0,1.0,0.0,1.0,0.0
325,2,"((149, 255), (248, 354))","[((148, 254), (250, 356)), ((149, 255), (248, 354))]",2018-11-17 15:20:41,"(198.5, 304.5)",2.23606797749979,324.0,1.0,0.0,1.0,0.0
326,1,"((147, 252), (254, 359))","[((147, 252), (254, 359))]",2018-11-17 15:20:43,"(200.5, 305.5)",6.4031242374328485,326.0,1.0,0.0,1.0,0.0
327,1,"((151, 257), (240, 346))","[((151, 257), (240, 346))]",2018-11-17 15:21:12,"(195.5, 301.5)",302.39378300487596,327.0,0.0,1.0,0.0,1.0
328,1,"((458, 364), (511, 417))","[((458, 364), (511, 417))]",2018-11-17 15:21:46,"(484.5, 390.5)",334.58108135398214,328.0,0.0,1.0,0.0,1.0
329,0,"((147, 261), (189, 303))","[((147, 261), (189, 303))]",2018-11-17 15:22:16,"(168.0, 282.0)",83.59724875855665,329.0,1.0,0.0,0.0,0.0
330,0,"((55, 265), (116, 326))","[((55, 265), (116, 326))]",2018-11-17 15:22:17,"(85.5, 295.5)",115.52488909321661,330.0,0.0,1.0,0.0,0.0
331,0,"((150, 256), (251, 357))","[((150, 256), (251, 357))]",2018-11-17 15:24:02,"(200.5, 306.5)",3.605551275463989,331.0,1.0,0.0,0.0,0.0
332,1,"((149, 250), (256, 357))","[((149, 250), (256, 357))]",2018-11-17 15:24:03,"(202.5, 303.5)",220.30206535572924,332.0,0.0,1.0,0.0,0.0
333,0,"((344, 266), (495, 417))","[((344, 266), (495, 417))]",2018-11-17 15:25:16,"(419.5, 341.5)",50.91659847240387,333.0,1.0,0.0,0.0,0.0
334,0,"((399, 249), (513, 363))","[((399, 249), (513, 363))]",2018-11-17 15:25:27,"(456.0, 306.0)",89.52373986826065,334.0,1.0,0.0,0.0,0.0
335,0,"((500, 248), (589, 337))","[((500, 248), (589, 337))]",2018-11-17 15:25:28,"(544.5, 292.5)",339.09438214160963,335.0,0.0,1.0,0.0,0.0
336,0,"((155, 250), (256, 351))","[((155, 250), (256, 351))]",2018-11-17 15:25:33,"(205.5, 300.5)",3.0,336.0,1.0,0.0,0.0,0.0
337,1,"((153, 251), (258, 356))","[((153, 251), (258, 356))]",2018-11-17 15:25:39,"(205.5, 303.5)",313.12936623702353,337.0,0.0,1.0,0.0,2.0
338,0,"((469, 185), (548, 264))","[((469, 185), (548, 264))]",2018-11-17 15:25:44,"(508.5, 224.5)",140.40655255364686,338.0,0.0,1.0,0.0,0.0
339,0,"((358, 252), (393, 287))","[((358, 252), (393, 287))]",2018-11-17 15:27:07,"(375.5, 269.5)",178.10109488714548,339.0,0.0,1.0,0.0,2.0
340,0,"((168, 234), (227, 293))","[((170, 239), (221, 290)), ((168, 234), (227, 293))]",2018-11-17 15:27:08,"(197.5, 263.5)",227.9001974549386,340.0,0.0,1.0,0.0,2.0
341,0,"((402, 254), (448, 300))","[((402, 254), (448, 300))]",2018-11-17 15:27:09,"(425.0, 277.0)",131.00381673829202,341.0,0.0,1.0,0.0,1.0
342,0,"((532, 252), (580, 300))","[((532, 252), (580, 300))]",2018-11-17 15:27:09,"(556.0, 276.0)",195.28568815968055,342.0,0.0,1.0,0.0,0.0
343,0,"((335, 232), (388, 285))","[((335, 232), (388, 285))]",2018-11-17 15:27:09,"(361.5, 258.5)",232.79282634995434,343.0,0.0,1.0,0.0,1.0
344,0,"((567, 257), (619, 309))","[((567, 257), (619, 309))]",2018-11-17 15:27:11,"(593.0, 283.0)",289.0925457357903,344.0,0.0,1.0,0.0,0.0
345,1,"((278, 275), (331, 328))","[((278, 275), (331, 328))]",2018-11-17 15:27:11,"(304.5, 301.5)",105.50118482747007,345.0,1.0,0.0,2.0,0.0
346,1,"((147, 250), (251, 354))","[((147, 250), (251, 354))]",2018-11-17 15:27:37,"(199.0, 302.0)",203.60378189021932,346.0,0.0,1.0,0.0,0.0
347,1,"((376, 269), (429, 322))","[((376, 269), (429, 322))]",2018-11-17 15:29:02,"(402.5, 295.5)",208.6348484793468,347.0,0.0,1.0,0.0,1.0
348,0,"((153, 262), (235, 344))","[((153, 262), (235, 344))]",2018-11-17 15:29:24,"(194.0, 303.0)",5.522680508593631,348.0,1.0,0.0,1.0,0.0
349,2,"((150, 253), (249, 352))","[((154, 256), (246, 348)), ((150, 253), (249, 352))]",2018-11-17 15:30:56,"(199.5, 302.5)",2.5495097567963922,349.0,1.0,0.0,1.0,0.0
350,1,"((149, 254), (245, 350))","[((149, 254), (245, 350))]",2018-11-17 15:30:58,"(197.0, 302.0)",9.617692030835672,350.0,1.0,0.0,0.0,0.0
352,2,"((151, 256), (240, 345))","[((152, 256), (244, 348)), ((151, 256), (240, 345))]",2018-11-17 15:32:13,"(195.5, 300.5)",4.949747468305833,351.0,1.0,0.0,0.0,0.0
353,1,"((148, 253), (250, 355))","[((148, 253), (250, 355))]",2018-11-17 15:32:46,"(199.0, 304.0)",399.9506219522605,353.0,0.0,1.0,0.0,0.0
354,0,"((569, 219), (620, 270))","[((569, 219), (620, 270))]",2018-11-17 15:33:00,"(594.5, 244.5)",402.91066007242847,354.0,0.0,1.0,0.0,1.0
356,0,"((362, 280), (478, 396))","[((362, 280), (478, 396))]",2018-11-17 15:33:24,"(420.0, 338.0)",4.123105625617661,355.0,1.0,0.0,0.0,0.0
357,0,"((373, 286), (475, 388))","[((373, 286), (475, 388))]",2018-11-17 15:33:44,"(424.0, 337.0)",210.81389897252978,357.0,0.0,1.0,0.0,0.0
358,0,"((198, 310), (229, 341))","[((198, 310), (229, 341))]",2018-11-17 15:34:40,"(213.5, 325.5)",258.6000773395089,358.0,0.0,1.0,0.0,0.0
359,0,"((443, 257), (494, 308))","[((265, 372), (334, 441)), ((420, 256), (468, 304)), ((443, 257), (494, 308))]",2018-11-17 15:34:45,"(468.5, 282.5)",54.33691194758863,359.0,1.0,0.0,0.0,0.0
360,0,"((492, 262), (552, 322))","[((492, 262), (552, 322))]",2018-11-17 15:34:48,"(522.0, 292.0)",51.63816418115578,360.0,1.0,0.0,1.0,0.0
361,1,"((465, 237), (504, 276))","[((465, 237), (504, 276))]",2018-11-17 15:34:49,"(484.5, 256.5)",85.31412544239085,361.0,1.0,0.0,0.0,0.0
362,0,"((539, 245), (597, 303))","[((539, 245), (597, 303))]",2018-11-17 15:34:50,"(568.0, 274.0)",372.5915994758873,362.0,0.0,1.0,0.0,0.0
363,2,"((148, 254), (245, 351))","[((149, 253), (249, 353)), ((148, 254), (245, 351))]",2018-11-17 15:36:16,"(196.5, 302.5)",3.8078865529319543,363.0,1.0,0.0,0.0,0.0
364,3,"((148, 252), (252, 356))","[((151, 254), (247, 350)), ((150, 255), (247, 352)), ((148, 252), (252, 356))]",2018-11-17 15:36:40,"(200.0, 304.0)",3.1622776601683795,364.0,1.0,0.0,0.0,0.0
365,3,"((150, 256), (244, 350))","[((151, 255), (246, 350)), ((151, 254), (247, 350)), ((150, 256), (244, 350))]",2018-11-17 15:36:48,"(197.0, 303.0)",1.5811388300841898,365.0,1.0,0.0,0.0,0.0
366,1,"((152, 257), (241, 346))","[((152, 257), (241, 346))]",2018-11-17 15:37:47,"(196.5, 301.5)",7.3824115301167,366.0,1.0,0.0,0.0,0.0
367,1,"((148, 250), (258, 360))","[((148, 250), (258, 360))]",2018-11-17 15:37:49,"(203.0, 305.0)",236.73297193251304,367.0,0.0,1.0,0.0,0.0
368,0,"((372, 412), (425, 465))","[((372, 412), (425, 465))]",2018-11-17 15:37:53,"(398.5, 438.5)",232.048486312667,368.0,0.0,1.0,0.0,1.0
369,1,"((150, 248), (266, 364))","[((150, 248), (266, 364))]",2018-11-17 15:38:51,"(208.0, 306.0)",12.083045973594572,369.0,1.0,0.0,1.0,0.0
370,1,"((154, 258), (240, 344))","[((154, 258), (240, 344))]",2018-11-17 15:38:52,"(197.0, 301.0)",223.78784596130328,370.0,0.0,1.0,0.0,1.0
371,1,"((339, 264), (495, 420))","[((339, 264), (495, 420))]",2018-11-17 15:39:00,"(417.0, 342.0)",217.34764779035453,371.0,0.0,1.0,0.0,0.0
373,2,"((152, 257), (241, 346))","[((150, 253), (249, 352)), ((152, 257), (241, 346))]",2018-11-17 15:39:07,"(196.5, 301.5)",2.23606797749979,372.0,1.0,0.0,2.0,0.0
374,1,"((154, 258), (243, 347))","[((154, 258), (243, 347))]",2018-11-17 15:40:23,"(198.5, 302.5)",363.9539806074389,374.0,0.0,1.0,0.0,1.0
375,2,"((544, 253), (578, 287))","[((528, 240), (576, 288)), ((535, 244), (578, 287)), ((536, 246), (580, 290)), ((538, 246), (584, 292)), ((542, 248), (586, 292)), ((544, 253), (578, 287))]",2018-11-17 15:40:36,"(561.0, 270.0)",358.07052377988333,375.0,0.0,1.0,0.0,3.0
376,1,"((160, 259), (249, 348))","[((160, 259), (249, 348))]",2018-11-17 15:40:52,"(204.5, 303.5)",5.70087712549569,376.0,1.0,0.0,0.0,0.0
377,1,"((151, 257), (247, 353))","[((151, 257), (247, 353))]",2018-11-17 15:41:06,"(199.0, 305.0)",5.1478150704935,377.0,1.0,0.0,1.0,0.0
378,1,"((152, 256), (241, 345))","[((152, 256), (241, 345))]",2018-11-17 15:41:55,"(196.5, 300.5)",240.92841260424225,378.0,0.0,1.0,0.0,0.0
379,0,"((376, 283), (492, 399))","[((376, 283), (492, 399))]",2018-11-17 15:42:35,"(434.0, 341.0)",59.00847396772772,379.0,1.0,0.0,1.0,0.0
380,0,"((351, 316), (399, 364))","[((351, 316), (399, 364))]",2018-11-17 15:42:36,"(375.0, 340.0)",172.19175357722565,380.0,0.0,1.0,0.0,0.0
381,1,"((148, 249), (264, 365))","[((148, 249), (264, 365))]",2018-11-17 15:42:42,"(206.0, 307.0)",5.1478150704935,381.0,1.0,0.0,0.0,0.0
382,1,"((147, 250), (256, 359))","[((147, 250), (256, 359))]",2018-11-17 15:43:34,"(201.5, 304.5)",113.98464808911768,382.0,0.0,1.0,0.0,0.0
383,0,"((59, 323), (175, 439))","[((59, 323), (175, 439))]",2018-11-17 15:44:03,"(117.0, 381.0)",290.10084453513747,383.0,0.0,1.0,0.0,0.0
384,1,"((351, 229), (408, 286))","[((351, 229), (408, 286))]",2018-11-17 15:45:06,"(379.5, 257.5)",79.40403012442127,384.0,1.0,0.0,0.0,0.0
385,0,"((417, 278), (470, 331))","[((417, 278), (470, 331))]",2018-11-17 15:46:41,"(443.5, 304.5)",39.05124837953327,385.0,1.0,0.0,1.0,0.0
386,0,"((377, 275), (432, 330))","[((377, 275), (432, 330))]",2018-11-17 15:46:42,"(404.5, 302.5)",64.38167441127949,386.0,1.0,0.0,0.0,0.0
387,0,"((314, 269), (367, 322))","[((314, 269), (367, 322))]",2018-11-17 15:46:43,"(340.5, 295.5)",208.09733299588441,387.0,0.0,1.0,0.0,2.0
388,0,"((113, 315), (161, 363))","[((113, 315), (161, 363))]",2018-11-17 15:46:51,"(137.0, 339.0)",73.74618634207467,388.0,1.0,0.0,3.0,0.0
389,1,"((156, 257), (245, 346))","[((156, 257), (245, 346))]",2018-11-17 15:47:58,"(200.5, 301.5)",2.9154759474226504,389.0,1.0,0.0,3.0,0.0
390,3,"((150, 252), (254, 356))","[((152, 257), (244, 349)), ((152, 254), (253, 355)), ((150, 252), (254, 356))]",2018-11-17 15:48:13,"(202.0, 304.0)",27.613402542968153,390.0,1.0,0.0,1.0,0.0
391,0,"((123, 195), (336, 408))","[((123, 195), (336, 408))]",2018-11-17 15:48:26,"(229.5, 301.5)",10.51189802081432,391.0,1.0,0.0,1.0,0.0
392,0,"((176, 259), (262, 345))","[((176, 259), (262, 345))]",2018-11-17 15:48:28,"(219.0, 302.0)",19.6596032513375,392.0,1.0,0.0,0.0,0.0
394,1,"((154, 255), (247, 348))","[((154, 255), (247, 348))]",2018-11-17 15:49:49,"(200.5, 301.5)",5.656854249492381,393.0,1.0,0.0,1.0,0.0
395,1,"((146, 247), (263, 364))","[((146, 247), (263, 364))]",2018-11-17 15:51:48,"(204.5, 305.5)",3.5355339059327378,395.0,1.0,0.0,1.0,0.0
396,1,"((153, 257), (249, 353))","[((153, 257), (249, 353))]",2018-11-17 15:52:16,"(201.0, 305.0)",35.6931365951495,396.0,1.0,0.0,1.0,0.0
397,0,"((170, 246), (218, 294))","[((170, 246), (218, 294))]",2018-11-17 15:52:29,"(194.0, 270.0)",117.881296226331,397.0,0.0,1.0,0.0,3.0
398,2,"((250, 242), (366, 358))","[((281, 242), (359, 320)), ((250, 242), (366, 358))]",2018-11-17 15:52:30,"(308.0, 300.0)",141.4213562373095,398.0,0.0,1.0,0.0,0.0
399,0,"((141, 253), (195, 307))","[((141, 253), (195, 307))]",2018-11-17 15:52:30,"(168.0, 280.0)",12.083045973594572,399.0,1.0,0.0,1.0,0.0
400,0,"((59, 187), (255, 383))","[((59, 187), (255, 383))]",2018-11-17 15:52:32,"(157.0, 285.0)",44.384682042344295,400.0,1.0,0.0,2.0,0.0
401,1,"((151, 255), (245, 349))","[((151, 255), (245, 349))]",2018-11-17 15:53:33,"(198.0, 302.0)",84.54880247525686,401.0,1.0,0.0,1.0,0.0
402,1,"((182, 350), (251, 419))","[((182, 350), (251, 419))]",2018-11-17 15:54:00,"(216.5, 384.5)",78.00640999302557,402.0,1.0,0.0,1.0,0.0
403,5,"((162, 253), (269, 360))","[((149, 250), (256, 357)), ((154, 252), (256, 354)), ((158, 252), (257, 351)), ((156, 246), (272, 362)), ((162, 253), (269, 360))]",2018-11-17 15:55:49,"(215.5, 306.5)",10.606601717798213,403.0,1.0,0.0,1.0,0.0
404,2,"((152, 252), (258, 358))","[((152, 256), (244, 348)), ((152, 252), (258, 358))]",2018-11-17 15:56:02,"(205.0, 305.0)",10.295630140987,404.0,1.0,0.0,0.0,0.0
405,0,"((147, 251), (245, 349))","[((147, 251), (245, 349))]",2018-11-17 15:56:27,"(196.0, 300.0)",8.74642784226795,405.0,1.0,0.0,0.0,0.0
406,6,"((151, 252), (256, 357))","[((152, 254), (246, 348)), ((152, 256), (241, 345)), ((154, 255), (243, 344)), ((151, 252), (252, 353)), ((152, 256), (243, 347)), ((151, 252), (256, 357))]",2018-11-17 15:57:23,"(203.5, 304.5)",2.9154759474226504,406.0,1.0,0.0,1.0,0.0
407,1,"((153, 255), (249, 351))","[((153, 255), (249, 351))]",2018-11-17 15:58:02,"(201.0, 303.0)",3.5355339059327378,407.0,1.0,0.0,1.0,0.0
408,2,"((154, 253), (255, 354))","[((152, 252), (253, 353)), ((154, 253), (255, 354))]",2018-11-17 15:58:33,"(204.5, 303.5)",6.082762530298219,408.0,1.0,0.0,0.0,0.0
409,3,"((150, 256), (247, 353))","[((150, 255), (244, 349)), ((148, 252), (250, 354)), ((150, 256), (247, 353))]",2018-11-17 15:58:49,"(198.5, 304.5)",19.026297590440446,409.0,1.0,0.0,1.0,0.0
410,1,"((170, 256), (265, 351))","[((170, 256), (265, 351))]",2018-11-17 15:58:54,"(217.5, 303.5)",66.73080248281148,410.0,1.0,0.0,0.0,0.0
